Indice;Data de Referencia;Numero Indice;Variacao Diaria (%);Variacao no Mes (%);Variacao no Ano (%);Variacao 12 Meses (%);Variacao 24 Meses (%);Duration (d.u.);PMR
IMA-B;2019-01-02;6240,024303;0,4352;0,4352;0,4352;12,971;27,2708;1984,0;1984,0
IMA-B;2019-01-03;6269,792372;0,4771;0,9144;0,9144;13,1949;28,1305;1993,0;1993,0
IMA-B;2019-01-04;6302,765314;0,5259;1,4451;1,4451;13,5271;29,2056;2009,0;2009,0
IMA-B;2019-01-07;6301,331505;-0,0227;1,422;1,422;13,5926;29,1829;2009,0;2009,0
IMA-B;2019-01-08;6309,586255;0,131;1,5549;1,5549;13,5384;29,3522;2011,0;2011,0
IMA-B;2019-01-09;6352,211208;0,6756;2,2409;2,2409;14,199;30,2529;2028,0;2028,0
IMA-B;2019-01-10;6357,362892;0,0811;2,3238;2,3238;14,0076;30,203;2029,0;2029,0
IMA-B;2019-01-11;6363,23589;0,0924;2,4184;2,4184;13,7728;30,5659;2030,0;2030,0
IMA-B;2019-01-14;6389,072264;0,406;2,8342;2,8342;13,9691;28,6827;2038,0;2038,0
IMA-B;2019-01-15;6385,115354;-0,0619;2,7705;2,7705;13,7967;28,603;2035,0;2035,0
IMA-B;2019-01-16;6390,058589;0,0774;2,8501;2,8501;13,8448;28,3051;2035,0;2035,0
IMA-B;2019-01-17;6395,619724;0,087;2,9396;2,9396;13,9428;28,3558;2035,0;2035,0
IMA-B;2019-01-18;6399,400988;0,0591;3,0005;3,0005;13,8839;28,9714;2035,0;2035,0
IMA-B;2019-01-21;6401,464966;0,0323;3,0337;3,0337;13,9254;29,0043;2034,0;2034,0
IMA-B;2019-01-22;6408,404071;0,1084;3,1454;3,1454;14,1265;29,1441;2032,0;2032,0
IMA-B;2019-01-23;6420,017773;0,1812;3,3323;3,3323;14,483;29,4416;2033,0;2033,0
IMA-B;2019-01-24;6411,682606;-0,1298;3,1981;3,1981;13,4331;28,893;2028,0;2028,0
IMA-B;2019-01-25;6413,761022;0,0324;3,2316;3,2316;13,4293;28,8782;2027,0;2027,0
IMA-B;2019-01-28;6412,98663;-0,0121;3,2191;3,2191;12,7353;28,7946;2025,0;2025,0
IMA-B;2019-01-29;6436,211995;0,3622;3,593;3,593;13,2048;29,2611;2032,0;2032,0
IMA-B;2019-01-30;6445,09511;0,138;3,7359;3,7359;13,477;29,9311;2036,0;2036,0
IMA-B;2019-01-31;6484,247792;0,6075;4,3661;4,3661;14,1137;30,6523;2046,0;2046,0
IMA-B;2019-02-01;6516,036269;0,4902;0,4902;4,8777;14,5035;30,8665;2056,0;2056,0
IMA-B;2019-02-04;6507,953336;-0,124;0,3656;4,7477;14,6977;29,8938;2052,0;2052,0
IMA-B;2019-02-05;6494,124084;-0,2125;0,1523;4,5251;14,7905;29,6178;2045,0;2045,0
IMA-B;2019-02-06;6471,868439;-0,3427;-0,1909;4,1669;14,2924;28,9615;2033,0;2033,0
IMA-B;2019-02-07;6450,229964;-0,3343;-0,5246;3,8186;13,9167;28,1939;2024,0;2024,0
IMA-B;2019-02-08;6413,698301;-0,5664;-1,088;3,2306;13,5778;26,5747;2012,0;2012,0
IMA-B;2019-02-11;6414,462788;0,0119;-1,0762;3,2429;13,9986;26,0114;2009,0;2009,0
IMA-B;2019-02-12;6442,673072;0,4398;-0,6412;3,6969;14,5;26,5656;2019,0;2019,0
IMA-B;2019-02-13;6465,988586;0,3619;-0,2816;4,0722;14,9143;26,9341;2025,0;2025,0
IMA-B;2019-02-14;6488,523973;0,3485;0,0659;4,4349;14,9141;27,2638;2031,0;2031,0
IMA-B;2019-02-15;6529,936599;0,6382;0,7046;5,1015;15,1107;28,0637;2074,0;2074,0
IMA-B;2019-02-18;6516,189467;-0,2105;0,4926;4,8802;14,5253;28,0553;2070,0;2070,0
IMA-B;2019-02-19;6523,696898;0,1152;0,6084;5,0011;14,6407;28,2028;2071,0;2071,0
IMA-B;2019-02-20;6500,658568;-0,3531;0,2531;4,6302;14,3667;27,7036;2061,0;2061,0
IMA-B;2019-02-21;6501,23949;0,0089;0,262;4,6396;14,4405;27,2213;2058,0;2058,0
IMA-B;2019-02-22;6502,409194;0,018;0,2801;4,6584;14,4973;26,8766;2054,0;2054,0
IMA-B;2019-02-25;6499,394122;-0,0464;0,2336;4,6099;14,1752;26,1037;2051,0;2051,0
IMA-B;2019-02-26;6500,887233;0,023;0,2566;4,6339;13,8093;26,1326;2051,0;2051,0
IMA-B;2019-02-27;6518,149721;0,2655;0,5228;4,9118;14,0223;26,4676;2055,0;2055,0
IMA-B;2019-02-28;6519,685739;0,0236;0,5465;4,9365;14,1113;26,4974;2055,0;2055,0
IMA-B;2019-03-01;6518,24123;-0,0222;-0,0222;4,9132;13,9924;26,138;2052,0;2052,0
IMA-B;2019-03-06;6515,137604;-0,0476;-0,0698;4,8633;13,6063;26,107;2049,0;2049,0
IMA-B;2019-03-07;6516,082307;0,0145;-0,0553;4,8785;13,6238;26,0715;2048,0;2048,0
IMA-B;2019-03-08;6531,984483;0,244;0,1886;5,1344;13,8736;26,6331;2051,0;2051,0
IMA-B;2019-03-11;6568,074116;0,5525;0,7422;5,7153;14,5392;26,8778;2062,0;2062,0
IMA-B;2019-03-12;6576,460909;0,1277;0,8708;5,8503;14,6827;27,0398;2060,0;2060,0
IMA-B;2019-03-13;6598,634298;0,3372;1,2109;6,2072;14,8923;27,3296;2063,0;2063,0
IMA-B;2019-03-14;6594,898388;-0,0566;1,1536;6,1471;14,6887;27,8725;2061,0;2061,0
IMA-B;2019-03-15;6603,395887;0,1288;1,284;6,2838;14,8409;27,5016;2062,0;2062,0
IMA-B;2019-03-18;6617,345947;0,2113;1,4979;6,5084;14,8637;27,3091;2062,0;2062,0
IMA-B;2019-03-19;6623,661524;0,0954;1,5948;6,61;15,2113;27,4306;2060,0;2060,0
IMA-B;2019-03-20;6637,613177;0,2106;1,8088;6,8346;15,8216;27,74;2063,0;2063,0
IMA-B;2019-03-21;6619,403858;-0,2743;1,5295;6,5415;15,2042;27,2358;2055,0;2055,0
IMA-B;2019-03-22;6558,218508;-0,9243;0,591;5,5567;13,5282;26,1951;2035,0;2035,0
IMA-B;2019-03-25;6562,576117;0,0664;0,6579;5,6268;13,648;26,1769;2034,0;2034,0
IMA-B;2019-03-26;6538,95585;-0,3599;0,2956;5,2466;13,1431;25,7227;2024,0;2024,0
IMA-B;2019-03-27;6456,801903;-1,2564;-0,9645;3,9244;11,9336;23,8392;1990,0;1990,0
IMA-B;2019-03-28;6546,135957;1,3836;0,4057;5,3622;13,7784;25,8822;2023,0;2023,0
IMA-B;2019-03-29;6557,492193;0,1735;0,5799;5,545;13,7092;25,94;2027,0;2027,0
IMA-B;2019-04-01;6582,527324;0,3818;0,3818;5,9479;14,1434;26,3961;2033,0;2033,0
IMA-B;2019-04-02;6585,14352;0,0397;0,4217;5,9901;14,4109;26,4463;2031,0;2031,0
IMA-B;2019-04-03;6565,165546;-0,3034;0,117;5,6685;14,3909;25,9685;2021,0;2021,0
IMA-B;2019-04-04;6571,014733;0,0891;0,2062;5,7626;14,6972;26,1564;2020,0;2020,0
IMA-B;2019-04-05;6583,693647;0,193;0,3996;5,9667;14,5494;26,611;2023,0;2023,0
IMA-B;2019-04-08;6576,364132;-0,1113;0,2878;5,8487;14,617;26,8849;2020,0;2020,0
IMA-B;2019-04-09;6555,771174;-0,3131;-0,0262;5,5173;14,3032;26,4876;2012,0;2012,0
IMA-B;2019-04-10;6571,71741;0,2432;0,2169;5,774;14,6245;26,2928;2013,0;2013,0
IMA-B;2019-04-11;6564,488001;-0,11;0,1067;5,6576;14,1955;26,2655;2010,0;2010,0
IMA-B;2019-04-12;6556,238561;-0,1257;-0,0191;5,5248;13,7661;25,8828;2006,0;2006,0
IMA-B;2019-04-15;6561,524195;0,0806;0,0615;5,6099;13,9978;26,237;2005,0;2005,0
IMA-B;2019-04-16;6559,506801;-0,0307;0,0307;5,5774;13,8399;26,1982;1999,0;1999,0
IMA-B;2019-04-17;6556,779525;-0,0416;-0,0109;5,5335;13,7552;26,0153;1997,0;1997,0
IMA-B;2019-04-18;6574,696928;0,2733;0,2624;5,8219;13,8347;25,9772;2000,0;2000,0
IMA-B;2019-04-22;6583,46003;0,1333;0,396;5,963;14,149;26,4909;2001,0;2001,0
IMA-B;2019-04-23;6616,612202;0,5036;0,9016;6,4966;15,0562;27,1279;2009,0;2009,0
IMA-B;2019-04-24;6611,93092;-0,0708;0,8302;6,4212;14,9867;27,0158;2006,0;2006,0
IMA-B;2019-04-25;6628,700758;0,2536;1,0859;6,6911;15,27;27,9234;2011,0;2011,0
IMA-B;2019-04-26;6640,917488;0,1843;1,2722;6,8878;15,2487;28,2098;2014,0;2014,0
IMA-B;2019-04-29;6636,501136;-0,0665;1,2049;6,8167;15,1162;27,844;2010,0;2010,0
IMA-B;2019-04-30;6656,202901;0,2969;1,5053;7,1338;15,5871;28,2235;2016,0;2016,0
IMA-B;2019-05-02;6654,309133;-0,0285;-0,0285;7,1033;15,7608;27,848;2013,0;2013,0
IMA-B;2019-05-03;6679,168155;0,3736;0,345;7,5034;16,1771;28,2672;2017,0;2017,0
IMA-B;2019-05-06;6679,047263;-0,0018;0,3432;7,5015;16,1026;28,36;2015,0;2015,0
IMA-B;2019-05-07;6674,909572;-0,062;0,281;7,4349;16,2544;28,2804;2012,0;2012,0
IMA-B;2019-05-08;6696,579186;0,3246;0,6066;7,7836;17,2036;28,8067;2018,0;2018,0
IMA-B;2019-05-09;6714,977166;0,2747;0,883;8,0798;18,0836;28,962;2024,0;2024,0
IMA-B;2019-05-10;6734,698037;0,2937;1,1793;8,3972;17,7119;28,7261;2030,0;2030,0
IMA-B;2019-05-13;6724,002868;-0,1588;1,0186;8,225;17,7458;27,3999;2025,0;2025,0
IMA-B;2019-05-14;6749,770001;0,3832;1,4057;8,6398;18,6363;27,8882;2031,0;2031,0
IMA-B;2019-05-15;6746,831916;-0,0435;1,3616;8,5925;18,4845;27,0697;2048,0;2048,0
IMA-B;2019-05-16;6721,3694;-0,3774;0,979;8,1827;17,9301;25,6278;2187,0;2187,0
IMA-B;2019-05-17;6688,471128;-0,4895;0,4848;7,6531;18,0636;25,2495;2176,0;2176,0
IMA-B;2019-05-20;6713,368276;0,3722;0,8588;8,0539;19,5078;33,0514;2184,0;2184,0
IMA-B;2019-05-21;6742,733813;0,4374;1,3;8,5265;19,782;33,6334;2191,0;2191,0
IMA-B;2019-05-22;6752,669589;0,1474;1,4493;8,6864;19,535;34,5555;2192,0;2192,0
IMA-B;2019-05-23;6756,520911;0,057;1,5071;8,7484;19,7922;32,8142;2191,0;2191,0
IMA-B;2019-05-24;6760,461414;0,0583;1,5663;8,8119;20,1995;32,5672;2190,0;2190,0
IMA-B;2019-05-27;6773,9276;0,1992;1,7686;9,0286;20,9636;32,1299;2193,0;2193,0
IMA-B;2019-05-28;6818,510319;0,6582;2,4384;9,7462;22,0042;32,9995;2203,0;2203,0
IMA-B;2019-05-29;6855,874709;0,548;2,9998;10,3476;23,2017;33,3899;2214,0;2214,0
IMA-B;2019-05-30;6882,197776;0,3839;3,3953;10,7712;23,4075;34,5721;2222,0;2222,0
IMA-B;2019-05-31;6900,08605;0,2599;3,664;11,0592;23,7283;34,52;2227,0;2227,0
IMA-B;2019-06-03;6926,187327;0,3783;0,3783;11,4793;23,947;36,4245;2238,0;2238,0
IMA-B;2019-06-04;6938,516796;0,178;0,557;11,6777;24,2708;36,6674;2240,0;2240,0
IMA-B;2019-06-05;6908,316313;-0,4353;0,1193;11,1916;24,8389;36,6169;2227,0;2227,0
IMA-B;2019-06-06;6933,705388;0,3675;0,4872;11,6003;25,7159;36,4994;2231,0;2231,0
IMA-B;2019-06-07;6959,304473;0,3692;0,8582;12,0123;27,306;36,8607;2234,0;2234,0
IMA-B;2019-06-10;6967,965941;0,1245;0,9838;12,1517;26,5416;36,9013;2231,0;2231,0
IMA-B;2019-06-11;6986,803463;0,2703;1,2568;12,4549;26,9444;37,2714;2236,0;2236,0
IMA-B;2019-06-12;6968,438852;-0,2628;0,9906;12,1593;26,5769;36,759;2231,0;2231,0
IMA-B;2019-06-13;6982,304635;0,199;1,1916;12,3825;27,1376;37,0866;2234,0;2234,0
IMA-B;2019-06-14;6988,264333;0,0854;1,2779;12,4784;28,4406;36,3938;2232,0;2232,0
IMA-B;2019-06-17;6999,878951;0,1662;1,4463;12,6654;27,3554;35,9993;2237,0;2237,0
IMA-B;2019-06-18;7019,713782;0,2834;1,7337;12,9846;27,5921;36,3847;2241,0;2241,0
IMA-B;2019-06-19;7031,290667;0,1649;1,9015;13,1709;26,8708;36,1893;2242,0;2242,0
IMA-B;2019-06-21;7104,733448;1,0445;2,9659;14,353;28,7507;38,0072;2259,0;2259,0
IMA-B;2019-06-24;7118,651921;0,1959;3,1676;14,577;29,1165;38,676;2263,0;2263,0
IMA-B;2019-06-25;7100,094449;-0,2607;2,8986;14,2784;28,3994;38,3145;2260,0;2260,0
IMA-B;2019-06-26;7113,916937;0,1947;3,099;14,5008;28,4173;38,6656;2264,0;2264,0
IMA-B;2019-06-27;7126,775734;0,1808;3,2853;14,7078;29,1403;39,3227;2264,0;2264,0
IMA-B;2019-06-28;7157,766519;0,4349;3,7345;15,2066;29,0451;39,3577;2271,0;2271,0
IMA-B;2019-07-01;7172,412641;0,2046;0,2046;15,4423;29,0244;39,5996;2274,0;2274,0
IMA-B;2019-07-02;7154,490961;-0,2499;-0,0458;15,1539;28,3968;39,2508;2269,0;2269,0
IMA-B;2019-07-03;7170,438431;0,2229;0,177;15,4106;28,5586;39,217;2270,0;2270,0
IMA-B;2019-07-04;7183,034461;0,1757;0,353;15,6133;28,3916;39,6283;2270,0;2270,0
IMA-B;2019-07-05;7176,052216;-0,0972;0,2555;15,5009;28,4287;39,4574;2264,0;2264,0
IMA-B;2019-07-08;7198,362389;0,3109;0,5672;15,86;28,3874;40,1841;2269,0;2269,0
IMA-B;2019-07-09;7199,129535;0,0107;0,5779;15,8724;28,3001;40,1991;2268,0;2268,0
IMA-B;2019-07-10;7229,590183;0,4231;1,0034;16,3626;28,2635;40,6699;2271,0;2271,0
IMA-B;2019-07-11;7233,057468;0,048;1,0519;16,4184;28,74;40,4848;2269,0;2269,0
IMA-B;2019-07-12;7224,147192;-0,1232;0,9274;16,275;28,8887;39,4282;2264,0;2264,0
IMA-B;2019-07-15;7227,252391;0,043;0,9708;16,325;28,6032;38,8003;2265,0;2265,0
IMA-B;2019-07-16;7214,767786;-0,1727;0,7964;16,1241;28,496;38,5605;2256,0;2256,0
IMA-B;2019-07-17;7215,908194;0,0158;0,8123;16,1424;28,3264;38,0935;2254,0;2254,0
IMA-B;2019-07-18;7219,893074;0,0552;0,868;16,2066;28,3948;37,7391;2253,0;2253,0
IMA-B;2019-07-19;7221,970363;0,0288;0,897;16,24;28,2245;36,9895;2253,0;2253,0
IMA-B;2019-07-22;7230,231345;0,1144;1,0124;16,373;27,5016;36,4452;2254,0;2254,0
IMA-B;2019-07-23;7253,666873;0,3241;1,3398;16,7502;28,1152;36,8875;2262,0;2262,0
IMA-B;2019-07-24;7265,572845;0,1641;1,5061;16,9418;28,1393;37,2691;2266,0;2266,0
IMA-B;2019-07-25;7253,041129;-0,1725;1,3311;16,7401;27,4206;37,1951;2261,0;2261,0
IMA-B;2019-07-26;7264,418006;0,1569;1,49;16,9232;27,8646;37,6128;2265,0;2265,0
IMA-B;2019-07-29;7265,626175;0,0166;1,5069;16,9426;27,6723;36,2615;2264,0;2264,0
IMA-B;2019-07-30;7265,441736;-0,0025;1,5043;16,9397;27,6801;36,258;2264,0;2264,0
IMA-B;2019-07-31;7249,904721;-0,2138;1,2872;16,6896;27,4672;35,6837;2258,0;2258,0
IMA-B;2019-08-01;7253,471907;0,0492;0,0492;16,747;27,4178;35,4346;2255,0;2255,0
IMA-B;2019-08-02;7254,680015;0,0167;0,0659;16,7665;27,4295;35,0883;2253,0;2253,0
IMA-B;2019-08-05;7223,380751;-0,4314;-0,3659;16,2627;26,34;33,6643;2246,0;2246,0
IMA-B;2019-08-06;7265,84208;0,5878;0,2198;16,9461;26,9714;34,45;2256,0;2256,0
IMA-B;2019-08-07;7293,807741;0,3849;0,6056;17,3962;27,848;35,2741;2263,0;2263,0
IMA-B;2019-08-08;7318,531415;0,339;0,9466;17,7942;28,2736;35,6258;2271,0;2271,0
IMA-B;2019-08-09;7319,802;0,0174;0,9641;17,8146;28,7143;35,7419;2270,0;2270,0
IMA-B;2019-08-12;7300,977418;-0,2572;0,7045;17,5116;29,1136;35,8524;2263,0;2263,0
IMA-B;2019-08-13;7300,843472;-0,0018;0,7026;17,5095;28,863;35,85;2261,0;2261,0
IMA-B;2019-08-14;7284,055948;-0,2299;0,4711;17,2393;27,2;35,5851;2256,0;2256,0
IMA-B;2019-08-15;7289,027701;0,0683;0,5396;17,3193;26,8803;35,2732;2284,0;2284,0
IMA-B;2019-08-16;7309,010316;0,2741;0,8153;17,6409;27,2202;35,406;2282,0;2282,0
IMA-B;2019-08-19;7297,927694;-0,1516;0,6624;17,4625;27,126;35,4439;2278,0;2278,0
IMA-B;2019-08-20;7290,714481;-0,0988;0,5629;17,3465;27,4425;35,3101;2273,0;2273,0
IMA-B;2019-08-21;7307,9995;0,2371;0,8013;17,6247;29,1698;36,0033;2276,0;2276,0
IMA-B;2019-08-22;7302,061358;-0,0813;0,7194;17,5291;28,19;35,8566;2274,0;2274,0
IMA-B;2019-08-23;7288,949007;-0,1796;0,5385;17,318;28,5092;35,384;2271,0;2271,0
IMA-B;2019-08-26;7257,599563;-0,4301;0,1061;16,8135;27,6418;34,5147;2261,0;2261,0
IMA-B;2019-08-27;7230,081339;-0,3792;-0,2734;16,3705;26,7808;34,0047;2251,0;2251,0
IMA-B;2019-08-28;7184,902516;-0,6249;-0,8966;15,6434;26,3175;33,1218;2235,0;2235,0
IMA-B;2019-08-29;7176,342658;-0,1191;-1,0147;15,5056;26,1684;32,9496;2229,0;2229,0
IMA-B;2019-08-30;7220,768814;0,6191;-0,4019;16,2207;27,79;33,7706;2242,0;2242,0
IMA-B;2019-09-02;7200,689348;-0,2781;-0,2781;15,8975;27,1713;32,9796;2235,0;2235,0
IMA-B;2019-09-03;7222,038892;0,2965;0,0176;16,2411;28,1021;33,3738;2239,0;2239,0
IMA-B;2019-09-04;7256,499479;0,4772;0,4948;16,7957;29,1924;33,8688;2247,0;2247,0
IMA-B;2019-09-05;7253,59927;-0,04;0,4547;16,7491;29,2727;33,2765;2244,0;2244,0
IMA-B;2019-09-06;7256,674711;0,0424;0,4973;16,7986;28,9344;32,8653;2243,0;2243,0
IMA-B;2019-09-09;7254,716649;-0,027;0,4701;16,7671;28,8996;32,2625;2239,0;2239,0
IMA-B;2019-09-10;7244,093942;-0,1464;0,323;16,5961;28,6842;32,0689;2236,0;2236,0
IMA-B;2019-09-11;7263,083726;0,2621;0,586;16,9017;29,2862;32,5645;2240,0;2240,0
IMA-B;2019-09-12;7278,659578;0,2145;0,8017;17,1524;29,1004;33,0875;2243,0;2243,0
IMA-B;2019-09-13;7260,184754;-0,2538;0,5459;16,8551;29,1842;32,7324;2236,0;2236,0
IMA-B;2019-09-16;7285,504865;0,3488;0,8965;17,2626;29,4142;33,1686;2239,0;2239,0
IMA-B;2019-09-17;7322,213025;0,5039;1,4049;17,8534;29,5762;33,8395;2245,0;2245,0
IMA-B;2019-09-18;7334,23392;0,1642;1,5714;18,0469;29,766;33,9824;2247,0;2247,0
IMA-B;2019-09-19;7372,092526;0,5162;2,0957;18,6563;30,5819;34,4539;2251,0;2251,0
IMA-B;2019-09-20;7409,23845;0,5039;2,6101;19,2541;31,2011;35,003;2260,0;2260,0
IMA-B;2019-09-23;7399,999663;-0,1247;2,4822;19,1054;30,631;34,3765;2258,0;2258,0
IMA-B;2019-09-24;7384,545647;-0,2088;2,2681;18,8567;30,6567;34,0959;2253,0;2253,0
IMA-B;2019-09-25;7411,237404;0,3615;2,6378;19,2863;31,2128;34,6519;2260,0;2260,0
IMA-B;2019-09-26;7424,439728;0,1781;2,8206;19,4988;31,3217;34,5324;2261,0;2261,0
IMA-B;2019-09-27;7426,999752;0,0345;2,8561;19,54;31,1121;34,7327;2260,0;2260,0
IMA-B;2019-09-30;7427,372973;0,005;2,8612;19,546;31,371;34,7237;2258,0;2258,0
IMA-B;2019-10-01;7431,478574;0,0553;0,0553;19,6121;31,327;34,7981;2259,0;2259,0
IMA-B;2019-10-02;7424,928777;-0,0881;-0,0329;19,5067;30,5107;34,5447;2255,0;2255,0
IMA-B;2019-10-03;7440,684744;0,2122;0,1792;19,7603;29,8889;35,0164;2258,0;2258,0
IMA-B;2019-10-04;7440,707309;0,0003;0,1795;19,7606;29,1525;34,9194;2258,0;2258,0
IMA-B;2019-10-07;7423,704713;-0,2285;-0,0494;19,487;29,0206;34,2072;2252,0;2252,0
IMA-B;2019-10-08;7417,954979;-0,0775;-0,1268;19,3944;26,4834;34,1032;2248,0;2248,0
IMA-B;2019-10-09;7441,58911;0,3186;0,1914;19,7748;25,7684;34,7252;2254,0;2254,0
IMA-B;2019-10-10;7462,271313;0,2779;0,4699;20,1077;26,365;34,8676;2257,0;2257,0
IMA-B;2019-10-11;7516,80159;0,7307;1,204;20,9854;27,2493;35,9668;2273,0;2273,0
